Nasdaq sees bigger year ahead for listings on billion-dollar-plus IPOs
Russia's central bank says it will sue European banks in Russian court over frozen assets
US annual consumer inflation moderates in November amid missing data
Exclusive: US Fed terminates Citi notices that demanded bank improve risk controls, sources say
Compass-Anywhere brokerage deal would hurt homebuyers, US Senators say
Banks win bid to block $3.6 billion mass forex UK lawsuit
Polish Constitutional Tribunal violated principles of EU law, European court rules
Austria's RBI says Russian unit will book nearly $400 mln provisions in Rasperia lawsuit
BNP Paribas in exclusive talks to buy Mercedes-Benz's car-leasing unit in $1.2 bln deal
Return of 'Make Europe Great Again' trades hinges on German comeback
China Vanke begins second meeting with holders of 2 billion yuan bond
ECB holds rates steady, upgrades economic outlook
Ahead of Trump meeting, Waller says he 'absolutely' would defend Fed independence
US Postal Service pursues new delivery revenue to stave off 2027 cash crunch
UBS hires L&G's CIO to co-head $1.8 trillion investments unit
ECB proposes extending Elderson's mandate at bank supervision arm
WTO chair rules out reform deal at next major meeting, document shows
Russian court will hear central bank's lawsuit against Euroclear on January 16
Ford cancels EV battery deal worth $6.5 billion with South Korea's LG Energy Solution
EBRD secures bulk of shareholder capital increase after US signs off
European defence group KNDS plans dual listing in 2026
